id,kind,category,material,default_zone,rarity_tag,profile
Armor_Diving_Crude_Chest,item,armor_item,,,,gear
Armor_Diving_Crude_Hands,item,armor_item,,,,gear
Armor_Diving_Crude_Head,item,armor_item,,,,gear
Armor_Diving_Crude_Legs,item,armor_item,,,,gear
Armor_Iron_Chest,item,armor_item,iron,,,gear
Armor_Iron_Hands,item,armor_item,iron,,,gear
Armor_Iron_Head,item,armor_item,iron,,,gear
Armor_Iron_Legs,item,armor_item,iron,,,gear
Armor_Kweebec_Chest,item,armor_item,,,,gear
Armor_Kweebec_Head,item,armor_item,,,,gear
Armor_Leather_Heavy_Chest,item,armor_item,,,,gear
Armor_Leather_Heavy_Hands,item,armor_item,,,,gear
Armor_Leather_Heavy_Head,item,armor_item,,,,gear
Armor_Leather_Heavy_Legs,item,armor_item,,,,gear
Armor_Leather_Light_Chest,item,armor_item,,,,gear
Armor_Leather_Light_Hands,item,armor_item,,,,gear
Armor_Leather_Light_Head,item,armor_item,,,,gear
Armor_Leather_Light_Legs,item,armor_item,,,,gear
Armor_Leather_Medium_Chest,item,armor_item,,,,gear
Armor_Leather_Medium_Hands,item,armor_item,,,,gear
Armor_Leather_Medium_Head,item,armor_item,,,,gear
Armor_Leather_Medium_Legs,item,armor_item,,,,gear
Armor_Leather_Raven_Chest,item,armor_item,,,,gear
Armor_Leather_Raven_Hands,item,armor_item,,,,gear
Armor_Leather_Raven_Head,item,armor_item,,,,gear
Armor_Leather_Raven_Legs,item,armor_item,,,,gear
Armor_Leather_Soft_Chest,item,armor_item,,,,gear
Armor_Leather_Soft_Hands,item,armor_item,,,,gear
Armor_Leather_Soft_Head,item,armor_item,,,,gear
Armor_Leather_Soft_Legs,item,armor_item,,,,gear
Armor_Mithril_Chest,item,armor_item,mithril,,,gear
Armor_Mithril_Hands,item,armor_item,mithril,,,gear
Armor_Mithril_Head,item,armor_item,mithril,,,gear
Armor_Mithril_Legs,item,armor_item,mithril,,,gear
Armor_Onyxium_Chest,item,armor_item,onyxium,,,gear
Armor_Onyxium_Hands,item,armor_item,onyxium,,,gear
Armor_Onyxium_Head,item,armor_item,onyxium,,,gear
Armor_Onyxium_Legs,item,armor_item,onyxium,,,gear
Armor_Steel_Ancient_Chest,item,armor_item,steel,,,gear
Armor_Steel_Ancient_Hands,item,armor_item,steel,,,gear
Armor_Steel_Ancient_Head,item,armor_item,steel,,,gear
Armor_Steel_Ancient_Legs,item,armor_item,steel,,,gear
Armor_Thorium_Chest,item,armor_item,thorium,,,gear
Armor_Thorium_Hands,item,armor_item,thorium,,,gear
Armor_Thorium_Head,item,armor_item,thorium,,,gear
Armor_Thorium_Legs,item,armor_item,thorium,,,gear
Armor_Trork_Chest,item,armor_item,,,,gear
Armor_Trork_Hands,item,armor_item,,,,gear
Armor_Trork_Head,item,armor_item,,,,gear
Armor_Trork_Legs,item,armor_item,,,,gear
Armor_Wood_Chest,item,armor_item,,,,gear
Armor_Wood_Hands,item,armor_item,,,,gear
Armor_Wood_Head,item,armor_item,,,,gear
Armor_Wood_Legs,item,armor_item,,,,gear
Bench_Furnace,item,item_misc,,1,common,misc
Bench_WorkBench,item,item_misc,,1,common,misc
Big_Rex_Cave_Leather,item,item_misc,,1,common,misc
Cloth_Block_Wool_Black,item,item_misc,,1,common,misc
Cloth_Block_Wool_Blue,item,item_misc,,1,common,misc
Cloth_Block_Wool_Cyan,item,item_misc,,1,common,misc
Cloth_Block_Wool_Cyan_Light,item,item_misc,,1,common,misc
Cloth_Block_Wool_Gray,item,item_misc,,1,common,misc
Cloth_Block_Wool_Green,item,item_misc,,1,common,misc
Cloth_Block_Wool_Orange,item,item_misc,,1,common,misc
Cloth_Block_Wool_Pink,item,item_misc,,1,common,misc
Cloth_Block_Wool_Purple,item,item_misc,,1,common,misc
Cloth_Block_Wool_Red,item,item_misc,,1,common,misc
Cloth_Block_Wool_White,item,item_misc,,1,common,misc
Cloth_Block_Wool_Yellow,item,item_misc,,1,common,misc
Cloth_Block_Wool_Yellow_Light,item,item_misc,,1,common,misc
Cloth_Roof_Blue,item,item_misc,,1,common,misc
Cloth_Roof_Blue_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Blue_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Blue_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Green,item,item_misc,,1,common,misc
Cloth_Roof_Green_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Green_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Green_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Hide,item,item_misc,,1,common,misc
Cloth_Roof_Hide_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Hide_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Hide_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Leather,item,item_misc,,1,common,misc
Cloth_Roof_Leather_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Leather_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Leather_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Orange,item,item_misc,,1,common,misc
Cloth_Roof_Orange_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Orange_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Orange_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Red,item,item_misc,,1,common,misc
Cloth_Roof_Red_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Red_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Red_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_White,item,item_misc,,1,common,misc
Cloth_Roof_White_Flap,item,item_misc,,1,common,misc
Cloth_Roof_White_Flat,item,item_misc,,1,common,misc
Cloth_Roof_White_Vertical,item,item_misc,,1,common,misc
Cloth_Roof_Yellow,item,item_misc,,1,common,misc
Cloth_Roof_Yellow_Flap,item,item_misc,,1,common,misc
Cloth_Roof_Yellow_Flat,item,item_misc,,1,common,misc
Cloth_Roof_Yellow_Vertical,item,item_misc,,1,common,misc
Container_Bucket,item,item_misc,,1,common,misc
Deco_Bone_Full,item,item_misc,,1,common,misc
Deco_Bone_Skulls,item,item_misc,,1,common,misc
Deco_Book_Pile_Large,item,item_misc,,1,common,misc
Deco_Coral_Shell,item,item_misc,,1,common,misc
Deco_Coral_Shell_Purple,item,item_misc,,1,common,misc
Deco_Coral_Shell_Sanddollar,item,item_misc,,1,common,misc
Deco_Coral_Shell_Swirly,item,item_misc,,1,common,misc
Deco_Iron_Bars,item,item_misc,iron,1,common,misc
Deco_Lantern,item,item_misc,,1,common,misc
Deco_Mug,item,item_misc,,1,common,misc
Deco_Rope,item,item_misc,,1,common,misc
Deco_Starfish,item,item_misc,,1,common,misc
Deco_Trash,item,item_misc,,1,common,misc
Deco_Trash_Pile_Large,item,item_misc,,1,common,misc
Deco_Trash_Pile_Small,item,item_misc,,1,common,misc
Deco_Treasure,item,item_misc,,1,common,misc
Deco_Treasure_Pile_Large,item,item_misc,,1,common,misc
Deco_Treasure_Pile_Small,item,item_misc,,1,common,misc
Dragon_Heart,item,item_misc,,1,common,misc
Egg_Spawner_Endgame_Dragon_Frost,item,item_misc,,1,common,misc
Endgame_Daggers_Prisma,item,item_misc,prisma,1,common,misc
Endgame_Flocon_Currency,item,item_misc,,1,common,misc
Endgame_Frozen_Sword,item,item_misc,,1,common,misc
Endgame_Portal_Luminia,item,item_misc,,1,common,misc
Endgame_Potion_Mana,item,item_misc,,1,common,misc
Endgame_Potion_Mana_Large,item,item_misc,,1,common,misc
Endgame_Potion_Mana_Small,item,item_misc,,1,common,misc
Endgame_Potion_Regen_Mana_Large,item,item_misc,,1,common,misc
Endgame_Potion_Regen_Mana_Small,item,item_misc,,1,common,misc
Endgame_Sword_Prisma,item,item_misc,prisma,1,common,misc
Endgame_Weapon_Staff_Mithril,item,weapon_item,mithril,,,gear
Endgame_Weapon_Staff_Onyxium,item,weapon_item,onyxium,,,gear
Fish_Bluegill_Item,item,item_misc,,1,common,misc
Fish_Catfish_Item,item,item_misc,,1,common,misc
Fish_Clownfish_Item,item,item_misc,,1,common,misc
Fish_Crab_Item,item,item_misc,,1,common,misc
Fish_Eel_Moray_Item,item,item_misc,,1,common,misc
Fish_Frostgill_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Blue_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Cyan_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Green_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Man_Of_War_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Red_Item,item,item_misc,,1,common,misc
Fish_Jellyfish_Yellow_Item,item,item_misc,,1,common,misc
Fish_Lobster_Item,item,item_misc,,1,common,misc
Fish_Minnow_Item,item,item_misc,,1,common,misc
Fish_Pike_Item,item,item_misc,,1,common,misc
Fish_Piranha_Black_Item,item,item_misc,,1,common,misc
Fish_Piranha_Item,item,item_misc,,1,common,misc
Fish_Pufferfish_Item,item,item_misc,,1,common,misc
Fish_Salmon_Item,item,item_misc,,1,common,misc
Fish_Shark_Hammerhead_Item,item,item_misc,,1,common,misc
Fish_Shellfish_Lava_Item,item,item_misc,,1,common,misc
Fish_Snapjaw_Item,item,item_misc,,1,common,misc
Fish_Tang_Blue_Item,item,item_misc,,1,common,misc
Fish_Tang_Chevron_Item,item,item_misc,,1,common,misc
Fish_Tang_Lemon_Peel_Item,item,item_misc,,1,common,misc
Fish_Tang_Sailfin_Item,item,item_misc,,1,common,misc
Fish_Trilobite_Black_Item,item,item_misc,,1,common,misc
Fish_Trilobite_Item,item,item_misc,,1,common,misc
Fish_Trout_Rainbow_Item,item,item_misc,,1,common,misc
Fish_Whale_Humpback_Item,item,item_misc,,1,common,misc
Food_Beef_Raw,item,item_misc,,1,common,misc
Food_Bread,item,item_misc,,1,common,misc
Food_Cheese,item,item_misc,,1,common,misc
Food_Chicken_Raw,item,item_misc,,1,common,misc
Food_Egg,item,item_misc,,1,common,misc
Food_Fish_Grilled,item,item_misc,,1,common,misc
Food_Fish_Raw,item,item_misc,,1,common,misc
Food_Kebab_Fruit,item,item_misc,,1,common,misc
Food_Kebab_Meat,item,item_misc,,1,common,misc
Food_Kebab_Mushroom,item,item_misc,,1,common,misc
Food_Kebab_Vegetable,item,item_misc,,1,common,misc
Food_Meat_Kebab,item,item_misc,,1,common,misc
Food_Meat_Raw_Alpha_Trex,item,item_misc,,1,common,misc
Food_Pie_Apple,item,crop_item,,1,common,crop
Food_Pie_Meat,item,item_misc,,1,common,misc
Food_Pie_Pumpkin,item,item_misc,,1,common,misc
Food_Popcorn,item,item_misc,,1,common,misc
Food_Pork_Raw,item,item_misc,,1,common,misc
Food_Salad_Berry,item,item_misc,,1,common,misc
Food_Salad_Caesar,item,item_misc,,1,common,misc
Food_Salad_Mushroom,item,item_misc,,1,common,misc
Food_Vegetable_Cooked,item,item_misc,,1,common,misc
Food_Wildmeat_Cooked,item,item_misc,,1,common,misc
Food_Wildmeat_Raw,item,item_misc,,1,common,misc
Furniture_Ancient_Chest_Small,item,item_misc,,1,common,misc
Furniture_Construction_Sign,item,item_misc,,1,common,misc
Furniture_Crude_Bed,item,item_misc,,1,common,misc
Furniture_Crude_Brazier,item,item_misc,,1,common,misc
Furniture_Crude_Candle,item,item_misc,,1,common,misc
Furniture_Crude_Chest_Small,item,item_misc,,1,common,misc
Furniture_Crude_Torch,item,item_misc,,1,common,misc
Furniture_Desert_Chest_Small,item,item_misc,,1,common,misc
Furniture_Desert_Lantern,item,item_misc,,1,common,misc
Furniture_Feran_Chest_Small,item,item_misc,,1,common,misc
Furniture_Feran_Torch,item,item_misc,,1,common,misc
Furniture_Frozen_Castle_Chest_Small,item,item_misc,,1,common,misc
Furniture_Human_Ruins_Chest_Small,item,item_misc,,1,common,misc
Furniture_Human_Ruins_Lantern,item,item_misc,,1,common,misc
Furniture_Jungle_Candle,item,item_misc,,1,common,misc
Furniture_Jungle_Chest_Small,item,item_misc,,1,common,misc
Furniture_Kweebec_Chest_Small,item,item_misc,,1,common,misc
Furniture_Kweebec_Lantern,item,item_misc,,1,common,misc
Furniture_Lumberjack_Chest_Small,item,item_misc,,1,common,misc
Furniture_Royal_Magic_Chest_Small,item,item_misc,,1,common,misc
Furniture_Royal_Magic_Potion_Glow,item,item_misc,,1,common,misc
Furniture_Scarak_Hive_Chest_Small,item,item_misc,,1,common,misc
Furniture_Tavern_Chest_Small,item,item_misc,,1,common,misc
Furniture_Temple_Dark_Chest_Small,item,item_misc,,1,common,misc
Furniture_Temple_Emerald_Chest_Small,item,item_misc,,1,common,misc
Furniture_Temple_Light_Chest_Small,item,item_misc,,1,common,misc
Furniture_Temple_Light_Lantern,item,item_misc,,1,common,misc
Furniture_Temple_Scarak_Chest_Small,item,item_misc,,1,common,misc
Furniture_Temple_Wind_Chest_Small,item,item_misc,,1,common,misc
Furniture_Village_Chest_Small,item,item_misc,,1,common,misc
Hedera_Gem,item,item_misc,,1,common,misc
Ingredient_Bar_Adamantite,item,bar_item,adamantite,3,very_rare,ore_t4
Ingredient_Bar_Bronze,item,bar_item,bronze,1,common,t1_crafted
Ingredient_Bar_Cobalt,item,bar_item,cobalt,3,rare,ore_t3
Ingredient_Bar_Copper,item,bar_item,copper,1,common,ore_t1
Ingredient_Bar_Gold,item,bar_item,gold,3,rare,ore_t3
Ingredient_Bar_Iron,item,bar_item,iron,1,common,ore_t1
Ingredient_Bar_Mithril,item,bar_item,mithril,4,very_rare,endgame_mithril
Ingredient_Bar_Onyxium,item,bar_item,onyxium,4,mythic,endgame_onyxium
Ingredient_Bar_Prisma,item,bar_item,prisma,4,mythic,endgame_prisma
Ingredient_Bar_Silver,item,bar_item,silver,2,uncommon,ore_t2
Ingredient_Bar_Thorium,item,bar_item,thorium,2,uncommon,ore_t2
Ingredient_Bolt_Cindercloth,item,cloth_item,,2,uncommon,cloth_processing
Ingredient_Bolt_Cotton,item,item_misc,,1,common,misc
Ingredient_Bolt_Linen,item,cloth_item,,1,common,cloth_processing
Ingredient_Bolt_Silk,item,item_misc,,1,common,misc
Ingredient_Bolt_Wool,item,item_misc,,1,common,misc
Ingredient_Bone_Fragment,item,item_misc,,1,common,misc
Ingredient_Charcoal,item,item_misc,,1,common,misc
Ingredient_Chitin_Sturdy,item,item_misc,,1,common,misc
Ingredient_Crystal_Blue,item,item_misc,,1,common,misc
Ingredient_Crystal_Cyan,item,item_misc,,1,common,misc
Ingredient_Crystal_Green,item,item_misc,,1,common,misc
Ingredient_Crystal_Purple,item,item_misc,,1,common,misc
Ingredient_Crystal_Red,item,item_misc,,1,common,misc
Ingredient_Crystal_White,item,item_misc,,1,common,misc
Ingredient_Crystal_Yellow,item,item_misc,,1,common,misc
Ingredient_Dough,item,item_misc,,1,common,misc
Ingredient_Fabric_Scrap_Cindercloth,item,cloth_item,,2,uncommon,cloth_processing
Ingredient_Fabric_Scrap_Cotton,item,cloth_item,,,,cloth_processing
Ingredient_Fabric_Scrap_Linen,item,cloth_item,,1,common,cloth_processing
Ingredient_Fabric_Scrap_Shadoweave,item,cloth_item,,3,rare,cloth_processing
Ingredient_Fabric_Scrap_Stormsilk,item,cloth_item,,,,cloth_processing
Ingredient_Fabric_Scrap_Wool,item,cloth_item,,,,cloth_processing
Ingredient_Feathers_Blue,item,item_misc,,1,common,misc
Ingredient_Feathers_Dark,item,item_misc,,1,common,misc
Ingredient_Feathers_Light,item,item_misc,,1,common,misc
Ingredient_Feathers_Red,item,item_misc,,1,common,misc
Ingredient_Fibre,item,basic_item,,1,common,basic_gather
Ingredient_Fire_Essence,item,item_misc,,1,common,misc
Ingredient_Flour,item,item_misc,,1,common,misc
Ingredient_Forest_Essence,item,item_misc,,1,common,misc
Ingredient_Hide_Dark,item,hide_item,,,,hide_drop
Ingredient_Hide_Heavy,item,hide_item,,2,rare,hide_drop_t3
Ingredient_Hide_Light,item,hide_item,,1,uncommon,hide_drop_t1
Ingredient_Hide_Medium,item,hide_item,,2,uncommon,hide_drop_t2
Ingredient_Hide_Prismic,item,hide_item,prisma,4,very_rare,hide_drop_prism
Ingredient_Hide_Scaled,item,hide_item,,,,hide_drop
Ingredient_Hide_Soft,item,hide_item,,,,hide_drop
Ingredient_Hide_Storm,item,hide_item,,3,rare,hide_drop_storm
Ingredient_Ice_Essence,item,item_misc,,1,common,misc
Ingredient_Leather_Dark,item,leather_item,,,,leather_processing
Ingredient_Leather_Heavy,item,leather_item,,2,rare,leather_processing
Ingredient_Leather_Light,item,leather_item,,1,uncommon,leather_processing
Ingredient_Leather_Medium,item,leather_item,,2,uncommon,leather_processing
Ingredient_Leather_Prismic,item,leather_item,prisma,4,very_rare,leather_processing
Ingredient_Leather_Storm,item,leather_item,,3,rare,leather_processing
Ingredient_Life_Essence,item,item_misc,,1,common,misc
Ingredient_Life_Essence_Concentrated,item,item_misc,,1,common,misc
Ingredient_Lightning_Essence,item,item_misc,,1,common,misc
Ingredient_Poop,item,item_misc,,1,common,misc
Ingredient_Powder_Boom,item,item_misc,,1,common,misc
Ingredient_Sac_Venom,item,item_misc,,1,common,misc
Ingredient_Salt,item,item_misc,,1,common,misc
Ingredient_Spices,item,item_misc,,1,common,misc
Ingredient_Stick,item,basic_item,,1,common,basic_gather
Ingredient_Tree_Bark,item,item_misc,,1,common,misc
Ingredient_Tree_Sap,item,basic_item,,1,common,basic_gather
Ingredient_Void_Essence,item,item_misc,,1,common,misc
Ingredient_Voidheart,item,item_misc,,1,common,misc
Ingredient_Water_Essence,item,item_misc,,1,common,misc
Ore_Adamantite,item,ore_item,adamantite,3,very_rare,ore_t4
Ore_Cobalt,item,ore_item,cobalt,3,rare,ore_t3
Ore_Copper,item,ore_item,copper,1,common,ore_t1
Ore_Gold,item,ore_item,gold,3,rare,ore_t3
Ore_Iron,item,ore_item,iron,1,common,ore_t1
Ore_Mithril,item,ore_item,mithril,4,very_rare,endgame_mithril
Ore_Onyxium,item,ore_item,onyxium,4,mythic,endgame_onyxium
Ore_Prisma,item,ore_item,prisma,4,mythic,endgame_prisma
Ore_Silver,item,ore_item,silver,2,uncommon,ore_t2
Ore_Thorium,item,ore_item,thorium,2,uncommon,ore_t2
Plant_Cactus_1,item,item_misc,,1,common,misc
Plant_Cactus_2,item,item_misc,,1,common,misc
Plant_Cactus_3,item,item_misc,,1,common,misc
Plant_Cactus_Flower,item,item_misc,,1,common,misc
Plant_Crop_Aubergine_Item,item,item_misc,,1,common,misc
Plant_Crop_Berry_Block,item,item_misc,,1,common,misc
Plant_Crop_Berry_Wet_Block,item,item_misc,,1,common,misc
Plant_Crop_Berry_Winter_Block,item,item_misc,,1,common,misc
Plant_Crop_Carrot_Item,item,crop_item,,1,common,crop
Plant_Crop_Cauliflower_Item,item,item_misc,,1,common,misc
Plant_Crop_Chilli_Item,item,item_misc,,1,common,misc
Plant_Crop_Corn_Item,item,item_misc,,1,common,misc
Plant_Crop_Cotton_Item,item,item_misc,,1,common,misc
Plant_Crop_Health1,item,item_misc,,1,common,misc
Plant_Crop_Health2,item,item_misc,,1,common,misc
Plant_Crop_Health3,item,item_misc,,1,common,misc
Plant_Crop_Lettuce_Item,item,item_misc,,1,common,misc
Plant_Crop_Mana1,item,item_misc,,1,common,misc
Plant_Crop_Mana2,item,item_misc,,1,common,misc
Plant_Crop_Mana3,item,item_misc,,1,common,misc
Plant_Crop_Mushroom_Cap_Red,item,item_misc,,1,common,misc
Plant_Crop_Mushroom_Common_Blue,item,item_misc,,1,common,misc
Plant_Crop_Mushroom_Flatcap_Blue,item,item_misc,,1,common,misc
Plant_Crop_Mushroom_Glowing_Blue,item,item_misc,,1,common,misc
Plant_Crop_Onion_Item,item,item_misc,,1,common,misc
Plant_Crop_Potato_Item,item,crop_item,,1,common,crop
Plant_Crop_Pumpkin_Item,item,item_misc,,1,common,misc
Plant_Crop_Rice_Item,item,item_misc,,1,common,misc
Plant_Crop_Stamina1,item,item_misc,,1,common,misc
Plant_Crop_Stamina2,item,item_misc,,1,common,misc
Plant_Crop_Stamina3,item,item_misc,,1,common,misc
Plant_Crop_Tomato_Item,item,item_misc,,1,common,misc
Plant_Crop_Turnip_Item,item,item_misc,,1,common,misc
Plant_Crop_Wheat_Item,item,crop_item,,1,common,crop
Plant_Flower_Orchid_Blue,item,item_misc,,1,common,misc
Plant_Flower_Tall_Yellow,item,item_misc,,1,common,misc
Plant_Flower_Water_Blue,item,item_misc,,1,common,misc
Plant_Flower_Water_Duckweed,item,item_misc,,1,common,misc
Plant_Flower_Water_Green,item,item_misc,,1,common,misc
Plant_Flower_Water_Purple,item,item_misc,,1,common,misc
Plant_Flower_Water_Red,item,item_misc,,1,common,misc
Plant_Flower_Water_White,item,item_misc,,1,common,misc
Plant_Fruit_Apple,item,crop_item,,1,common,crop
Plant_Fruit_Berries_Red,item,item_misc,,1,common,misc
Plant_Fruit_Windwillow,item,item_misc,,1,common,misc
Plant_Moss_Blue,item,item_misc,,1,common,misc
Plant_Moss_Green,item,item_misc,,1,common,misc
Plant_Moss_Green_Dark,item,item_misc,,1,common,misc
Plant_Moss_Red,item,item_misc,,1,common,misc
Plant_Moss_Yellow,item,item_misc,,1,common,misc
Plant_Petals_Azure,item,item_misc,,1,common,misc
Plant_Petals_Black,item,item_misc,,1,common,misc
Plant_Petals_Blood,item,item_misc,,1,common,misc
Plant_Petals_Blue,item,item_misc,,1,common,misc
Plant_Petals_Cyan,item,item_misc,,1,common,misc
Plant_Petals_Green,item,item_misc,,1,common,misc
Plant_Petals_Orange,item,item_misc,,1,common,misc
Plant_Petals_Pink,item,item_misc,,1,common,misc
Plant_Petals_Purple,item,item_misc,,1,common,misc
Plant_Petals_Red,item,item_misc,,1,common,misc
Plant_Petals_Storm,item,item_misc,,1,common,misc
Plant_Petals_White,item,item_misc,,1,common,misc
Plant_Petals_Yellow,item,item_misc,,1,common,misc
Plant_Sapling_Apple,item,crop_item,,1,common,crop
Plant_Sapling_Ash,item,item_misc,,1,common,misc
Plant_Sapling_Beech,item,item_misc,,1,common,misc
Plant_Sapling_Birch,item,item_misc,,1,common,misc
Plant_Sapling_Cedar,item,item_misc,,1,common,misc
Plant_Sapling_Dry,item,item_misc,,1,common,misc
Plant_Sapling_Oak,item,item_misc,,1,common,misc
Plant_Sapling_Palm,item,item_misc,,1,common,misc
Plant_Sapling_Redwood,item,item_misc,,1,common,misc
Plant_Sapling_Spruce,item,item_misc,,1,common,misc
Plant_Sapling_Spruce_Frozen,item,item_misc,,1,common,misc
Plant_Seeds_Aubergine,item,seed_item,,1,common,seed
Plant_Seeds_Aubergine_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Carrot,item,seed_item,,1,common,seed
Plant_Seeds_Carrot_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Cauliflower,item,seed_item,,1,common,seed
Plant_Seeds_Cauliflower_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Chilli,item,seed_item,,1,common,seed
Plant_Seeds_Chilli_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Corn,item,seed_item,,1,common,seed
Plant_Seeds_Corn_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Cotton,item,seed_item,,1,common,seed
Plant_Seeds_Cotton_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Health1,item,seed_item,,1,common,seed
Plant_Seeds_Health2,item,seed_item,,1,common,seed
Plant_Seeds_Health3,item,seed_item,,1,common,seed
Plant_Seeds_Lettuce,item,seed_item,,1,common,seed
Plant_Seeds_Lettuce_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Mana1,item,seed_item,,1,common,seed
Plant_Seeds_Mana2,item,seed_item,,1,common,seed
Plant_Seeds_Mana3,item,seed_item,,1,common,seed
Plant_Seeds_Onion,item,seed_item,,1,common,seed
Plant_Seeds_Onion_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Pine,item,seed_item,,1,common,seed
Plant_Seeds_Potato,item,seed_item,,1,common,seed
Plant_Seeds_Potato_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Pumpkin,item,seed_item,,1,common,seed
Plant_Seeds_Pumpkin_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Rice,item,seed_item,,1,common,seed
Plant_Seeds_Rice_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Stamina1,item,seed_item,,1,common,seed
Plant_Seeds_Stamina2,item,seed_item,,1,common,seed
Plant_Seeds_Stamina3,item,seed_item,,1,common,seed
Plant_Seeds_Sunflower,item,seed_item,,1,common,seed
Plant_Seeds_Tomato,item,seed_item,,1,common,seed
Plant_Seeds_Tomato_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Turnip,item,seed_item,,1,common,seed
Plant_Seeds_Turnip_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Wheat,item,seed_item,,1,common,seed
Plant_Seeds_Wheat_Eternal,item,seed_item,,1,common,seed
Plant_Seeds_Wild,item,seed_item,,1,common,seed
Potion_Antidote,item,item_misc,,1,common,misc
Potion_Empty,item,item_misc,,1,common,misc
Potion_Health,item,item_misc,,1,common,misc
Potion_Health_Greater,item,item_misc,,1,common,misc
Potion_Health_Large,item,item_misc,,1,common,misc
Potion_Health_Lesser,item,item_misc,,1,common,misc
Potion_Purify,item,item_misc,,1,common,misc
Potion_Regen_Health,item,item_misc,,1,common,misc
Potion_Regen_Health_Large,item,item_misc,,1,common,misc
Potion_Regen_Stamina_Large,item,item_misc,,1,common,misc
Potion_Signature_Greater,item,item_misc,,1,common,misc
Potion_Signature_Lesser,item,item_misc,,1,common,misc
Potion_Stamina_Greater,item,item_misc,,1,common,misc
Potion_Stamina_Lesser,item,item_misc,,1,common,misc
Prototype_Goldenwood_Roof_Gutter_Slope,item,item_misc,gold,1,common,misc
